Object Number,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Reign,Portfolio,Constiuent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Nationality,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Medium,Credit Line,Geography Type,City,State,County,Country,Classification
17.193.318,TRUE,465653,,Medieval Art,1917,Earring,Earring,Frankish,,,,,,,,,,,,600,699,Silver,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Silver
17.193.319,TRUE,465654,,Medieval Art,1917,Ferret,Ferret,Frankish,,,,,,,,,,,,500,600,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.320,TRUE,465656,,Medieval Art,1917,Earring,Earring,Frankish,,,,,,,,,,,,600,699,Silver,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Silver
17.193.321,TRUE,465657,,Medieval Art,1917,Plaque,Belt Fitting,Frankish,,,,,,,,,,,,600,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.322,TRUE,465658,,Medieval Art,1917,Comb,Double-Sided Comb,Frankish,,,,,,,,,,,,600,699,"Bone, iron pins","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Ivories-Bone
17.193.323,TRUE,465659,,Medieval Art,1917,Necklace,Beaded Necklace,Frankish,,,,,,,,,,,,500,600,"Glass, amber, glazed earthenware (faience), silver ring, copper alloy rings","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Glass-Beads
17.193.324,TRUE,465660,,Medieval Art,1917,Brooch,Equal-Arm Brooch,Frankish,,,,,,,,,,,,650,750,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.325,TRUE,465661,,Medieval Art,1917,Stud,Stud,Frankish,,,,,,,,,,,,600,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.326,TRUE,465662,,Medieval Art,1917,Stud,Stud,Frankish,,,,,,,,,,,,600,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.33,TRUE,465666,,Medieval Art,1917,Ferret,Ferret,Frankish,,,,,,,,,,,,500,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.330,TRUE,465667,,Medieval Art,1917,Beaker,Footed Beaker,Roman,,,,,,,,,,,,300,499,Glass,"Gift of J. Pierpont Morgan, 1917",Made in,,,Niederbreisig,Germany,Glass-Vessels
17.193.34,TRUE,465677,,Medieval Art,1917,Buckle,Buckle,Frankish,,,,,,,,,,,,600,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niderbreisig,,,Germany,Metalwork-Copper
17.193.353,TRUE,465692,,Medieval Art,1917,Sword,Scramasax (Short Broad Sword),Frankish,,,,,,,,,,,,600,699,"iron, copper alloy fittings","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Iron
17.193.37,TRUE,465708,,Medieval Art,1917,Comb,Double-Sided Comb,Frankish,,,,,,,,,,,,600,699,"Bone, iron pins","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Ivories-Bone
17.193.38a,TRUE,465719,,Medieval Art,1917,Shell,Shell with wire ring,Frankish,,,,,,,,,,,,500,699,"Shell, copper alloy ring","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Miscellaneous-Shell
17.193.38b,TRUE,465720,,Medieval Art,1917,Chain,Chain,Frankish,,,,,,,,,,,,500,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.39,TRUE,465731,,Medieval Art,1917,Ferret,Ferret,Frankish,,,,,,,,,,,,500,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.4,TRUE,465742,,Medieval Art,1917,Earring,Earring,Frankish,,,,,,,,,,,,600,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.40,TRUE,465743,,Medieval Art,1917,Buckle,Small Buckle,Frankish,,,,,,,,,,,,600,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,,,Niederbreisig,Germany,Metalwork-Copper
17.193.411,TRUE,465756,,Medieval Art,1917,Necklace,Beaded Necklace,Frankish (?),,,,,,,,,,,,500,600,"Glass, amber, shell discs, glazed earthenware (faience)calcitic beads (OA XRD:1997b)","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Glass-Beads
17.193.42,TRUE,465760,,Medieval Art,1917,Hairpin,Hairpin,Frankish,,,,,,,,,,,,600,699,Bronze,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Bronze
17.193.43,TRUE,465761,,Medieval Art,1917,Earring,Earring,Frankish,,,,,,,,,,,,600,699,Silver,"Gift of J. Pierpont Morgan, 1917",Made in,,,Niederbreisig,Germany,Metalwork-Silver
17.193.44,TRUE,465762,,Medieval Art,1917,Earring,Earring,Frankish,,,,,,,,,,,,600,699,Silver,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Silver
17.193.47,TRUE,465765,,Medieval Art,1917,Bead,Bead,Frankish,,,,,,,,,,,,600,700,Glass with yellow interior,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Glass-Beads
17.193.52,TRUE,465771,,Medieval Art,1917,Pendant,Pendant,Frankish,,,,,,,,,,,,500,600,"Copper alloy (rings & cap), glass (beads)","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.53,TRUE,465772,,Medieval Art,1917,Comb,Double-Sided Comb,Frankish,,,,,,,,,,,,600,699,Bone,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Ivories-Bone
17.193.55,TRUE,465774,,Medieval Art,1917,Blade,Dagger Blade,Frankish,,,,,,,,,,,,500,600,Iron,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Iron
17.193.57,TRUE,465776,,Medieval Art,1917,Earring,Earring,Frankish,,,,,,,,,,,,600,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.58,TRUE,465777,,Medieval Art,1917,Earring,Earring,Frankish,,,,,,,,,,,,600,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.62,TRUE,465782,,Medieval Art,1917,Plaque,Openwork  Belt Fitting with Serpent Design,Frankish,,,,,,,,,,,,500,700,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.63a,TRUE,465783,,Medieval Art,1917,Ring,Finger Ring,Frankish,,,,,,,,,,,,600,699,"Copper alloy, formerly silvered","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.63b,TRUE,465784,,Medieval Art,1917,Bone,Finger Bone,Frankish,,,,,,,,,,,,600,699,Bone,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Miscellaneous-Bone
17.193.65,TRUE,465787,,Medieval Art,1917,Needle,Flat Needle,Frankish,,,,,,,,,,,,400,699,Iron,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Iron
17.193.66,TRUE,465788,,Medieval Art,1917,Bead,Bead,Frankish,,,,,,,,,,,,500,600,Stone,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Miscellaneous-Stone
17.193.68b,TRUE,465791,,Medieval Art,1917,Strap end,Strap End,Frankish,,,,,,,,,,,,600,699,Copper alloy,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Copper alloy
17.193.71a,TRUE,465795,,Medieval Art,1917,Ring,Finger Ring,Frankish,,,,,,,,,,,,600,699,Silver,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Silver
17.193.71b,TRUE,465796,,Medieval Art,1917,Bone,Finger Bone,Frankish,,,,,,,,,,,,600,699,Bone,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Miscellaneous-Bone
17.193.8,TRUE,465806,,Medieval Art,1917,Wire,Flattened Wire,Frankish,,,,,,,,,,,,600,699,Gold,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Gold
17.193.80,TRUE,465807,,Medieval Art,1917,Plaque,Openwork Belt Mount,Frankish,,,,,,,,,,,,500,700,"Copper alloy, fragments of wooden handles","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,Rhineland,Germany,Metalwork-Copper alloy
17.193.85,TRUE,465812,,Medieval Art,1917,Necklace,Beaded Necklace,Frankish,,,,,,,,,,,,500,600,"Glass, stone, shell, amber,  3 copper alloy coins,","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Glass-Beads
17.193.86,TRUE,465813,,Medieval Art,1917,Comb,Double-Sided Comb,Frankish,,,,,,,,,,,,600,699,"Bone, iron pins","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Ivories-Bone
17.193.88,TRUE,465815,,Medieval Art,1917,Earring,Earring Fragment,Frankish,,,,,,,,,,,,600,699,Silver,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Silver
17.193.89,TRUE,465816,,Medieval Art,1917,Earring fragments,Earring Fragment,Frankish,,,,,,,,,,,,600,699,Silver,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Silver
17.193.94,TRUE,465822,,Medieval Art,1917,Necklace,Necklace,Frankish,,,,,,,,,,,,400,699,"Glass, shell, glazed earthenware (faience)","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Glass-Beads
17.193.95,TRUE,465823,,Medieval Art,1917,Comb,Double-Sided Comb,Frankish,,,,,,,,,,,,600,699,"Bone, iron pins","Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Ivories-Bone
"17.193.96a, b",TRUE,465824,,Medieval Art,1917,Earring,Earring,Frankish,,,,,,,,,,,,600,699,Silver,"Gift of J. Pierpont Morgan, 1917",Made in,Niederbreisig,,,Germany,Metalwork-Silver
1971.43,TRUE,465954,,The Cloisters,1971,Tapestry,Two Riddles of the Queen of Sheba,Upper Rhenish,,,,,,,,,,,,1487,1503,"Linen warp; wool, linen and metallic wefts","The Cloisters Collection, 1971",Made in,Strasbourg,,Upper Rhineland,Germany,Textiles-Tapestries
1973.312,TRUE,465964,,Medieval Art,1973,Praetexta,Praetexta of an Antependium,German,,,,,,,,,,,,1451,1499,"Linen, silk and gold thread, woven and embroidered","Gift of Alastair Bradley Martin, 1973",Made in,Cologne,,,Germany,Textiles-Embroidered
1976.316,TRUE,465985,,Medieval Art,1976,Pendant,Pendant,German,,,,,,,,,,,,1400,1499,Mother of pearl with modern silver and red velvet mount,"Rogers Fund and Gift of J. Pierpont Morgan, 1976",Made in,,,,Germany,Sculpture-Miniature
1976.327,TRUE,465986,304,Medieval Art,1976,Box,Painted Box for Game Pieces,German,,,,,,,,,,,,1295,1305,"Wood, polychromy and metal mounts","Purchase, Gift of J. Pierpont Morgan, by exchange, 1976",Made in,,,Upper Rhine region,Germany,Woodwork-Furniture
1979.4,FALSE,466051,,Medieval Art,1979,Clasp,Agraffe,German,,,,,,,,,,,,1860,1900,"Basse taille enamel, silver-gilt","Purchase, The Cloisters Collection, Rogers Fund, Gifts of George Blumenthal, Mrs. Robert W. de Forest, J. Pierpont Morgan, and George D. Pratt, by exchange, and Mrs. Charles F. Griffith, Margaret L. Meiss, Eleanor Roach and anonymous gifts, 1979",Made in,Cologne,,,Germany,Enamels-Basse taille
1982.47.2,TRUE,466097,306,Medieval Art,1982,"Fragment
",The Adoration of the Magi,German,,,,,,,,,,,,1507,1518,"Colorless glass, vitreous paint and silver stain","Purchase, Bequest of Kate Read Blacque, in memory of her husband, Valentine Alexander Blacque; Bequest of Thomas W. Lamont and Gift of J. Pierpont Morgan, by exchange; and Rogers Fund, 1982",Made in,Cologne,,,Germany,Glass-Stained
1982.47.3a,TRUE,466098,306,Medieval Art,1982,Fragment,John the Evangelist,German,,,,,,,,,,,,1510,1515,"Colorless glass, vitreous paint and silver stain","Purchase, Bequest of Kate Read Blacque, in memory of her husband, Valentine Alexander Blacque; Bequest of Thomas W. Lamont and Gift of J. Pierpont Morgan, by exchange; and Rogers Fund, 1982",Made in,Cologne,,,Germany,Glass-Stained
1982.47.3b,TRUE,466099,,Medieval Art,1982,Fragment,Saint Catherine,German,,,,,,,,,,,,1507,1518,"Colorless glass, silver stain, and vitreous paint","Purchase, Bequest of Kate Read Blacque, in memory of her husband, Valentine Alexander Blacque; Bequest of Thomas W. Lamont and Gift of J. Pierpont Morgan, by exchange; and Rogers Fund, 1982",Made in,Cologne,,,Germany,Glass-Stained
1982.60.396,TRUE,466102,537,Medieval Art,1982,Figure,Monk-Scribe Astride a Wyvern,North German,,,,,,,,,,,,1125,1175,"Leaded brass, cast and chiseled","The Jack and Belle Linsky Collection, 1982",Made in,Magdeburg,,,Germany,Metalwork-Brass
1983.41,TRUE,466111,,Medieval Art,1983,Ciborium,Ciborium,German,,,,,,,,,,,,1375,1425,Copper-gilt with glass insets,"Gift of Mrs. Raymond Holland, 1983",Made in,,,Lower Saxony,Germany,Metalwork-Copper
1987.34,TRUE,466149,,Medieval Art,1987,Sundial,Upper Leaf of Sundial,German,,,,,,,,,,,,1495,1505,Ivory with paint and gilding,"Rogers and Director's Discretionary Fund, 1987",Made in,Nuremberg,,,Germany,Ivories
1991.471.1,TRUE,466228,,The Cloisters,1991,Jug,Jug,German,,,,,,,,,,,,1100,1299,"Earthenware, unglazed","Gift of Anthony and Lois Blumka, 1991",Made in,Middle Rhineland (?),,,Germany,Ceramics-Pottery
1991.471.3,TRUE,466230,,The Cloisters,1991,Jug,Jug,German,,,,,,,,,,,,1300,1350,"Proto-stoneware, unglazed","Gift of Anthony and Lois Blumka, 1991",Made in,Siegburg,,Lower Rhineland,Germany,Ceramics-Pottery
1991.471.4,TRUE,466231,307,The Cloisters,1991,Jug,Jug,German,,,,,,,,,,,,1350,1450,Partially salt-glazed stoneware,"Gift of Anthony and Lois Blumka, 1991",Made in,Siegburg,,Lower Rhineland,Germany,Ceramics-Pottery
1995.325,TRUE,466283,,The Cloisters,1995,Jug,Jug,German,,,,,,,,,,,,1175,1250,"Earthenware, unglazed and partially salt glazed","The Cloisters Collection, 1995",Made in,Siegburg,,Lower Rhineland,Germany,Ceramics
1996.224,TRUE,466289,304,Medieval Art,1996,Game piece,Game Piece with a Scene from the Life of Apollonius of Tyre,German,,,,,,,,,,,,1170,1170,Walrus ivory,"Purchase, Stark and Michael Ward Gift, Joseph Pulitzer Bequest, and Pfeiffer and Dodge Funds, 1996",Made in,Cologne,,,Germany,Ivories
1996.262,TRUE,466292,19,The Cloisters,1996,Panel,Adoration of the Magi,German,,,138938,Artist,,Circle of Peter Hemmel von Andlau (Strassburger Werkstattgemeinschaft),"active Southern and Central Germany, ca. 1470–1500",,,1470,1500,1507,1507,"Pot metal and colorless glass, vitreous paint, and silver stain","Ruth and Victoria Blumka Memorial Fund and The Cloisters Collection, 1996",Made in,Munich,,,Germany,Glass-Stained
1996.581,TRUE,466293,16,The Cloisters,1996,Relief,The Road to Calvary,German,,,138837,Artist,Follower of the,Master of the Lorsch Calvary,,,,,,1437,1443,Alabaster,"The Cloisters Collection, 1996",Made in,,,Middle Rhineland,Germany,Sculpture-Stone
21.25.3,TRUE,466346,,Medieval Art,1921,Dish,Dish,German,,,,,,,,,,,,1500,1599,Brass,"Rogers Fund, 1921",Made in,Nuremberg?,,,Germany,Metalwork-Copper alloy
21.25.6,TRUE,466347,,Medieval Art,1921,Dish,Dish,German,,,,,,,,,,,,1500,1525,Brass,"Rogers Fund, 1921",Made in,Nuremberg?,,,Germany,Metalwork-Brass
22.25a–f,TRUE,466377,304,Medieval Art,1922,Panel,"Tree of Jesse Window: The Reclining Jesse, King David, and Scenes from the Life of Jesus",German,,,,,,,,,,,,1280,1300,"Pot-metal glass, vitreous paint, and lead","Frederick C. Hewitt Fund, 1922",Made in,Swabia,,,Germany,Glass-Stained
24.142.2,TRUE,466569,307,Medieval Art,1924,Book,Bible,German,,,,,,,,,,,,1477,1478,"Binding: leather (stamped & tooled) with engraved brass fittings, ink printed on paper, 1st folio hand colored in tempera, metal leaf, and shell gold","Fletcher Fund, 1924",Made in,Nuremberg,,,Germany,Leatherwork
25.120.319,TRUE,466591,,The Cloisters,1925,Chest,Chest,German,,,,,,,,,,,,1400,1499,"Oak, iron mounts","The Cloisters Collection, 1925",Made in,,,Westphalia,Germany,Woodwork-Furniture
28.225.1,TRUE,466712,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with the Initial V, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,Mainz,,,Germany,Manuscripts and Illuminations
28.225.10,TRUE,466713,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial O, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.11,TRUE,466714,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial A, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.12,TRUE,466715,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial F, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.13,TRUE,466716,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.14,TRUE,466717,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial F, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.15,TRUE,466718,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial O, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.16,TRUE,466719,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial H, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.17,TRUE,466720,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial O, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,,,probably Mainz,Germany,Manuscripts and Illuminations
28.225.18,TRUE,466721,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial E, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.19,TRUE,466722,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial A, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.2,TRUE,466723,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with the Initial M, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,Mainz,,,Germany,Manuscripts and Illuminations
28.225.20,TRUE,466724,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial M, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.21,TRUE,466725,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial A, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.22,TRUE,466726,,Medieval Art,1928,Gradual; Manuscript leaf,"Manuscript Leaf with Initial A, from a Gradual",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.23,TRUE,466727,,Medieval Art,1928,Gradual; Manuscript leaf,"Manuscript Leaf with Initial R, from a Gradual",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,,,probably Mainz,Germany,Manuscripts and Illuminations
28.225.24,TRUE,466728,,Medieval Art,1928,Gradual; Manuscript leaf,"Manuscript Leaf with Initial V, from a Gradual",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.25,TRUE,466729,,Medieval Art,1928,Gradual; Manuscript leaf,"Manuscript Leaf with Initial V, from a Gradual",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.26,TRUE,466730,,Medieval Art,1928,Gradual; Manuscript leaf,"Manuscript Leaf with Initial S, from a Gradual",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.27,TRUE,466731,,Medieval Art,1928,Gradual; Manuscript leaf,"Manuscript Leaf with Initial C, from a Gradual",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
28.225.28,TRUE,466732,,Medieval Art,1928,Gradual; Manuscript leaf,"Manuscript Leaf with Initial T, from a Gradual",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,,,probably Mainz,Germany,Manuscripts and Illuminations
28.225.29,TRUE,466733,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial V, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,,,probably Mainz,Germany,Manuscripts and Illuminations
28.225.3,TRUE,466734,,Medieval Art,1928,Antiphonary; Manuscript leaf,"Manuscript Leaf with Initial H, from an Antiphonary",German,,,,,,,,,,,,1425,1450,"Tempera, ink, and metal leaf on parchment","Gift of Miss Alice M. Dike, in memory of her father, Henry A. Dike, 1928",Made in,probably Mainz,,,Germany,Manuscripts and Illuminations
